.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
"Harley-Davidson, Inc. Common St",HOG,2026530,10.87,2.56,1260000000.0,3.86,1.60,4.25,3.83,58.21,10050000000.0,0.015420063807160433,1.57,14.86,-0.0001772421127260726,-0.022000000000000002,0.0217,-0.08689999999999999,0.45640000000000003,5.19,14.75,13.40,1.66,7.67,1,55.72,1068019
"Hologic, Inc.",HOLX,2505610,8.02,0,1040000000.0,1.92,0.47,2.10,1.17,39.89,11170000000.0,0.13103971667088277,2.39,34.19,-0.0017708069820390193,0.0026,0.0298,-0.0301,0.2255,4.93,20.83,19.05,3.84,2.46,0,38.84,2927049
Honeywell International Inc. Co,HON,3210780,25.46,2.14,7710000000.0,7.04,1.75,7.66,6.20,117.98,94810000000.0,0.05951997422680422,2.54,20.09,-0.0019329896907216426,0.0558,0.0849,0.0,0.2302,4.88,17.69,16.26,2.40,0.98,1,114.82,2718803
Hewlett Packard Enterprise Comp,HPE,10182500,18.87,0.98,7830000000.0,2.04,0.47,2.06,1.82,23.21,40620000000.0,0.01931771475544597,10.14,13.41,-0.0032881216605014085,0.0513,0.0733,-0.015700000000000002,0.9033,1.29,11.96,11.84,0.81,2.95,1,22.73,7583435
Hormel Foods Corporation Common,HRL,2571630,8.417,1.830,1420000000.0,1.710,0.410,1.760,1.640,36.226,19890000000.0,0.06629092860976926,2.800,22.936,0.005636070853462183,0.03835,0.02956,-0.15907,0.13366,4.427,21.997,21.372,2.069,10.360,1,36.535,260267
Harris Corporation Common Stock,HRS,715402,25.40,1.94,1580000000.0,5.55,1.59,6.13,5.28,102.72,13620000000.0,0.07777266451909792,0.47,20.72,-0.0007363092498851032,0.06559999999999999,0.1323,-0.0001,0.5092,4.28,19.72,17.86,1.83,1.89,1,96.67,609867
"Henry Schein, Inc.",HSIC,644210,35.90,0,966570000.0,6.58,1.60,7.25,6.02,160.20,13530000000.0,0.02648729446935727,2.27,27.92,-0.0020926756352764864,0.0493,0.06,-0.0814,0.1496,4.66,25.55,23.19,1.19,7.44,0,158.60,900761
"Host Hotels & Resorts, Inc.",HST,10016200,9.61,5.44,1430000000.0,0.99,0.14,0.69,1.06,18.34,13610000000.0,0.0010875475802065715,-0.67,17.37,0,0.0026,0.061900000000000004,-0.0574,0.28600000000000003,1.91,18.58,26.65,2.49,7.26,1,17.32,0
The Hershey Company,HSY,1071210,3.89,2.30,1650000000.0,4.79,0.92,5.12,3.34,105.86,22830000000.0,0.0003715745471435383,2.49,32.11,-0.007617278216442203,0.0131,0.0513,-0.0895,0.21989999999999998,27.68,22.39,20.95,3.08,3.41,1,102.02,1749503
Humana Inc. Common Stock,HUM,1670370,71.57,0.78,2310000000.0,10.94,2.78,11.89,4.07,201.80,30550000000.0,0.06932068602088726,1.39,50.27,-0.00929385838842578,0.0139,0.0886,-0.060599999999999994,0.364,2.92,18.70,17.21,0.57,0.64,1,187.94,3097364
International Business Machines,IBM,3615660,19.24,3.10,17490000000.0,13.79,3.17,14.16,12.38,173.38,170410000000.0,-0.08368849283223545,5.12,14.51,-0.00038744672607515795,0.0361,0.105,-0.0172,0.38530000000000003,9.39,13.03,12.69,2.14,5.01,1,162.58,296780
Intercontinental Exchange Inc.,ICE,2768580,26.42,1.37,2750000000.0,3.01,0.74,3.40,2.37,57.67,6720000000.0,0.09838022165387894,1.54,24.64,-0.002046035805626567,0.0126,0.04190000000000001,-0.0353,0.2851,2.22,19.40,17.18,1.50,2.05,1,56.05,2962911
Internationa Flavors & Fragranc,IFF,656337,21.31,2.09,701740000.0,5.82,1.53,6.41,5.03,117.92,9720000000.0,0.05942110779650078,2.56,24.35,-0.002821897927920647,0.0378,-0.0392,-0.1481,0.1961,5.82,21.03,19.09,3.21,6.95,1,127.36,881643
"Illumina, Inc.",ILMN,1311360,15.03,0,718780000.0,3.63,0.87,4.29,3.07,157.27,23900000000.0,-0.03217606943583384,3.92,53.21,0.0,0.0388,0.065,-0.1258,0.3686,10.73,45.01,38.08,9.84,3.63,0,153.40,892449
Intel Corporation,INTC,21684600,13.99,2.85,22960000000.0,2.78,0.64,2.93,2.12,36.62,172730000000.0,0.12249382037901668,1.61,17.21,-0.0024718483932983926,-0.0037,0.0128,-0.0512,0.28559999999999997,2.60,13.12,12.45,2.90,3.47,0,36.02,18917142
Intuit Inc.,INTU,1141380,3.64,1.13,1430000000.0,4.35,3.89,4.96,3.74,117.35,30760000000.0,-0.019792016101979226,1.59,32.07,0.0,0.021400000000000002,0.061500000000000006,-0.005699999999999999,0.2738,32.75,27.55,24.17,6.43,2.35,0,112.91,2113438
International Paper Company Com,IP,2990830,10.55,3.55,2850000000.0,3.61,0.85,4.19,2.18,53.94,21480000000.0,0.05330776605944387,1.57,23.97,0.0019175455417066445,-0.0322,0.0508,-0.113,0.5618,4.94,14.46,12.46,1.02,3.61,1,49.68,120506
"Interpublic Group of Companies,",IPG,3806470,4.89,2.94,1100000000.0,1.46,0.35,1.63,1.49,23.50,9730000000.0,0.08779093507554103,2.95,16.44,0.0,0.0424,0.061399999999999996,-0.032799999999999996,0.2057,5.01,16.78,15.03,1.24,3.95,1,23.08,3356504
Ingersoll-Rand plc (Ireland),IR,1916260,25.65,1.98,1920000000.0,4.47,1.44,4.97,5.65,78.58,21020000000.0,0.04352651048088774,2.01,14.34,-0.0023427866831072786,0.030699999999999998,0.1245,-0.0144,0.5781000000000001,3.16,18.12,16.30,1.56,2.74,1,72.02,1700363
Iron Mountain Incorporated (Del,IRM,1477330,8.066,5.920,1000000000.0,1.110,0.290,1.270,0.264,35.278,9850000000.0,0.09825033647375503,3.330,141.655,0.0,0.06008,0.06513,-0.09887,0.30919,4.606,33.691,29.446,2.939,11.140,1,35.110,91061
"Intuitive Surgical, Inc.",ISRG,367997,148.91,0,1050000000.0,23.49,5.86,26.53,18.73,680.02,28110000000.0,0.03261396870278732,2.61,38.69,-0.004213619415914804,0.06559999999999999,0.0717,-0.0037,0.3661,4.84,30.85,27.31,10.35,9.03,0,676.20,387769
Illinois Tool Works Inc. Common,ITW,1280750,12.26,2.00,3530000000.0,6.18,1.60,6.83,5.70,125.88,45140000000.0,0.02217788350855643,2.28,22.85,-0.0027626429284015597,0.0347,0.0738,-0.0009,0.4007,10.63,21.08,19.07,3.32,4.35,1,121.29,74748
Invesco Ltd,IVZ,3166200,18.94,3.44,1350000000.0,2.40,0.58,2.71,2.06,30.86,13290000000.0,0.01658986175115218,1.81,15.80,-0.015360983102918557,0.054299999999999994,0.0605,-0.024,0.4139,1.72,13.56,12.01,2.81,2.24,1,30.68,2121062
"J.B. Hunt Transport Services, I",JBHT,917097,12.70,0.91,1080000000.0,4.16,1.00,4.77,3.81,98.27,11250000000.0,0.03892364214080035,1.95,26.52,-0.0006950650382284707,0.0282,0.1391,-0.0131,0.35700000000000004,7.93,24.29,21.18,1.71,3.65,0,88.70,443580
Jacobs Engineering Group Inc. C,JEC,1054560,33.59,1.04,642120000.0,3.13,0.82,3.47,1.85,58.27,7050000000.0,0.039750043395243795,2.34,31.45,0.003992362437077013,-0.0014000000000000002,0.052199999999999996,-0.0825,0.586,1.71,18.77,16.77,0.65,3.77,1,55.30,83160
Johnson & Johnson Common Stock,JNJ,6938980,26.7280,2.6900,24810000000.0,7.0400,1.8100,7.3800,5.9300,114.7250,324740000000.0,0.054433787649335263,2.8600,20.1294,-0.0038700992764596487,0.040464,0.022514,-0.053167,0.159243,4.4470,16.9556,16.1744,4.4980,2.1800,1,116.7390,651001
"Juniper Networks, Inc.",JNPR,3754710,13.09,1.41,1120000000.0,2.19,0.53,2.35,1.55,27.73,10790000000.0,0.01210395158419364,1.16,18.32,-0.0010679957280170793,0.023700000000000002,0.1096,-0.0281,0.3407,2.15,12.96,12.08,2.14,1.95,1,25.59,3280644
JP Morgan Chase & Co. Common St,JPM,16066400,63.89,2.13,0.00,6.55,1.65,7.47,6.19,86.41,323430000000.0,-0.011304444198160346,2.22,14.63,0.003103180760279267,0.0482,0.1986,-0.0051,0.6674,1.41,13.83,12.13,3.57,2.17,1,75.57,2402629
"Nordstrom, Inc. Common Stock",JWN,3468650,4.97,3.24,1590000000.0,2.93,0.32,3.06,1.88,45.23,7920000000.0,0.10321412403802621,3.12,24.32,0.0029425079221367945,0.0103,-0.0971,-0.2727,0.30510000000000004,8.90,15.59,14.93,0.52,8.52,1,50.61,4296132
Kellogg Company Common Stock,K,1637860,5.44,2.85,2250000000.0,3.94,0.97,4.34,1.96,72.88,25590000000.0,0.10467139606478404,2.67,37.19,-0.023022353098648085,0.0003,-0.0426,-0.1636,0.0305,13.72,18.50,16.80,2.02,2.88,1,76.15,4179456
KeyCorp Common Stock,KEY,13800800,12.58,1.79,0.00,1.31,0.32,1.51,0.80,18.20,20460000000.0,0.04791995787256442,1.28,23.67,-0.010005265929436402,0.04190000000000001,0.2637,-0.0021,0.857,1.51,14.47,12.56,4.34,1.67,1,15.00,8007180
The Kraft Heinz Company,KHC,3253050,47.13,2.48,8529999999.999999,3.24,1.02,4.10,2.81,88.64,114140000000.0,-0.06580444904293847,1.59,33.38,-0.04997413347128832,0.057999999999999996,0.075,-0.0407,0.30579999999999996,2.05,24.81,22.88,4.44,4.65,0,87.25,3966582
Kimco Realty Corporation Common,KIM,3333510,12.37,4.44,748300000.0,0.63,0.16,0.70,0.79,25.04,10390000000.0,0.12905877517468145,12.13,30.94,-0.0004110152075625928,-0.0241,-0.0999,-0.2419,0.0175,1.97,38.79,34.91,8.82,3.99,1,27.15,252210
KLA-Tencor Corporation,KLAC,1543800,6.16,2.44,1250000000.0,5.75,1.53,6.08,5.50,83.68,13860000000.0,-0.021009827177228102,1.29,16.08,-0.0030498136225007855,0.0572,0.1594,-0.0014000000000000002,0.35840000000000005,14.38,15.38,14.55,4.26,1.88,0,76.30,1431179
"Kinder Morgan, Inc. Common Stoc",KMI,12994400,15.44,2.30,6160000000.0,0.68,0.15,0.79,0.25,22.04,48600000000.0,0.17301514456172562,-64.02,88.50,-0.0018357044515832088,-0.0121,0.0127,-0.0681,0.4192,1.41,32.01,27.56,3.73,1.53,1,21.50,14646566
CarMax Inc,KMX,1970540,16.09,0,1210000000.0,3.29,1.00,3.57,3.16,66.62,12540000000.0,-0.01288810779144689,1.56,21.24,-0.00951962507322801,0.0059,0.1352,-0.0302,0.5418,4.24,20.37,18.77,0.82,10.31,1,59.04,2383545
Coca-Cola Company (The) Common,KO,14307200,5.378,3.400,11610000000.0,1.870,0.570,1.960,1.490,41.347,177420000000.0,0.062090710647586755,7.580,27.768,-0.0007276255154012867,0.00067,-0.01583,-0.12211,0.03749,7.666,22.126,21.110,4.223,2.890,1,42.041,2116067
Michael Kors Holdings Limited O,KORS,2730200,11.42,0,1220000000.0,4.17,0.83,4.04,4.38,41.23,6210000000.0,0.08903394255874675,2.28,8.75,0,-0.0711,-0.1766,-0.35619999999999996,0.0968,3.35,9.18,9.48,1.34,5.90,1,46.51,0
Kroger Company (The) Common Sto,KR,7351650,7.08,1.41,5880000000.0,2.11,0.70,2.24,2.08,33.64,32130000000.000004,0.061158482799176905,2.60,16.46,0.002646280505733678,0.0183,0.0516,-0.1628,0.193,4.80,16.23,15.29,0.28,1.85,1,32.57,747745
Kohl's Corporation,KSS,4457640,29.02,4.77,2380000000.0,3.64,0.34,3.73,3.29,41.63,7410000000.0,0.10209487117746208,1.50,12.77,-0.0007223693715386892,0.008100000000000001,-0.0795,-0.2966,0.2391,1.43,11.53,11.25,0.39,3.56,1,45.59,3499183
Kansas City Southern,KSU,1733680,38.31,1.52,1120000000.0,5.06,1.25,5.63,4.43,84.94,9270000000.0,0.10903857225100744,1.52,19.61,-0.003339090385722443,0.023,-0.0298,-0.1371,0.0992,2.27,17.17,15.43,3.97,1.32,1,89.56,1126101
Loews Corporation Common Stock,L,889798,54.22,0.53,1680000000.0,3.03,0.74,3.20,1.87,46.55,15810000000.0,-0.08607863974495211,2.77,25.15,-0.0029755579171094615,0.009300000000000001,0.0817,-0.0223,0.3127,0.87,15.50,14.68,1.21,2.31,1,43.43,996796
"Leggett & Platt, Incorporated C",LEG,880784,8.19,2.80,597900000.0,2.63,0.70,2.83,2.76,48.34,6490000000.0,0.04261481175010329,7.07,17.64,-0.0018618121638395158,0.005699999999999999,-0.0055000000000000005,-0.11,0.1502,5.90,18.49,17.18,1.72,6.95,1,48.89,700829
Lennar Corporation Class A,LEN,2547980,29.97,0.34,1340000000.0,3.82,0.94,4.50,3.93,44.94,10890000000.0,0.10978778692074487,1.36,11.81,-0.003681247293200518,0.0338,0.053899999999999997,-0.0633,0.17120000000000002,1.54,11.14,10.32,0.99,3.21,1,44.09,1233421
Laboratory Corporation of Ameri,LH,748394,53.30,0.00,1900000000.0,9.60,2.53,10.38,7.02,132.27,14420000000.0,0.10371594911234094,1.60,19.88,-0.0032343851074533303,0.0553,0.0499,-0.012199999999999999,0.3629,2.61,14.54,13.45,1.52,2.84,1,132.96,895298
LKQ Corporation,LKQ,1911810,11.15,0,1020000000.0,1.81,0.49,2.02,1.53,31.49,9820000000.0,0.20825515947467177,0.53,20.88,-0.0031269543464665928,0.014199999999999999,-0.0387,-0.1213,0.2863,2.87,17.65,15.81,1.16,2.06,0,33.23,2292395
"L3 Technologies, Inc. Common St",LLL,589889,58.8620,1.7800,1210000000.0,8.6100,2.0800,9.3900,9.0090,156.0910,12990000000.0,0.05373595672591103,3.0200,18.6571,-0.004398739820483777,0.076819,0.108901,-0.0037830000000000003,0.45211,2.8580,19.5217,17.9001,1.2372,1.9300,1,151.5750,35963
Linear Technology Corporation,LLTC,1589870,7.81,2.03,725980000.0,2.22,0.59,2.41,2.04,63.02,15630000000.0,-0.026340110905730185,2.98,31.82,0,0.0301,0.0687,-0.0002,0.5542,8.31,29.24,26.94,10.53,5.92,0,60.74,0
Eli Lilly and Company Common St,LLY,6123530,14.74,2.59,5410000000.0,4.10,1.03,4.39,2.58,75.99,86190000000.0,0.08008495752123923,1.73,31.18,0.0012493753123437035,0.0579,0.046900000000000004,-0.0406,0.2526,5.43,19.61,18.31,4.04,2.22,1,76.79,3111144
Lockheed Martin Corporation Com,LMT,1410400,5.2280,2.7400,6110000000.0,12.6300,3.0900,14.0900,17.4910,256.1130,76530000000.0,0.06116449971735438,2.5200,15.1395,-0.002035048049745747,0.033937,0.055247000000000004,-0.018878,0.255594,50.7555,20.9663,18.7938,1.6231,1.5800,1,250.9410,74722
Lincoln National Corporation,LNC,1529020,63.98,1.62,1800000000.0,6.97,1.73,7.48,5.03,68.52,16219999999.999998,0.02642444260941379,1.19,14.25,-0.01073492981007429,0.0463,0.2584,-0.022099999999999998,1.0987,1.14,10.29,9.58,1.23,4.28,1,56.97,1829664
Alliant Energy Corporation Comm,LNT,999679,16.96,3.31,1030000000.0,1.88,0.43,2.00,1.51,37.56,8660000000.0,-0.024518850514104962,3.36,25.20,0.0010545742156604643,0.0137,0.0089,-0.071,0.15130000000000002,2.24,20.26,19.04,2.64,5.45,1,37.74,1254972
"Lowe's Companies, Inc.",LOW,5562090,7.56,1.82,7540000000.0,3.92,1.02,4.53,2.72,72.80,66750000000.0,0.06328616352201277,1.25,28.17,-0.002096436058700135,0.0542,0.0529,-0.08259999999999999,0.1833,10.10,19.58,16.94,1.06,1.19,1,72.88,5446348
Lam Research Corporation,LRCX,1925820,39.39,1.57,1620000000.0,9.23,2.65,8.69,5.58,113.04,19120000000.0,0.1478677110530895,0.80,21.04,0.0,0.0384,0.1566,-0.0147,0.7215,2.92,12.72,13.51,2.93,5.93,0,101.50,408871
Leucadia National Corporation C,LUK,1513290,27.97,0.98,1060000000.0,0.20,0.00,1.38,0.12,23.56,9200000000.0,0.18436636399526263,7.04,218.46,-0.0031583103039872773,0.08470000000000001,0.2348,-0.0008,0.7912,0.91,127.80,18.52,0.86,4.14,1,20.70,2498122
Southwest Airlines Company Comm,LUV,5496070,13.72,0.70,5270000000.0,3.89,1.19,4.68,3.55,52.29,35250000000.0,0.08513607815771107,1.38,16.15,0.00488485694347518,0.0956,0.2956,-0.013300000000000001,0.6174000000000001,4.18,14.73,12.24,1.73,1.06,1,44.22,455761
"Level 3 Communications, Inc. Co",LVLT,2243050,30.33,0,2680000000.0,1.54,0.39,1.85,1.87,58.45,20620000000.0,0.10134310134310143,-1.00,30.64,-0.0022675736961450532,-0.0196,0.0857,-0.0471,0.302,1.89,37.21,30.97,2.53,1.73,1,52.78,2366556
LyondellBasell Industries NV Or,LYB,3057280,14.97,3.66,6110000000.0,9.98,2.68,9.00,9.13,91.53,37540000000.0,0.05243284065163456,-3.37,10.18,-0.0023735030747653596,0.0151,0.1092,-0.0484,0.3307,6.19,9.31,10.32,1.28,2.87,1,83.76,2401810
Macy's Inc,M,8136560,12.40,4.67,3010000000.0,3.05,0.40,3.20,2.20,31.16,9870000000.0,0.11345065996228776,0.57,14.70,0.004399748585795171,0.0365,-0.11230000000000001,-0.2901,0.1313,2.57,10.59,10.09,0.37,1.89,1,36.39,8200478
Mastercard Incorporated,MA,3534130,5.23,0.80,6250000000.0,4.26,1.06,4.95,3.69,107.85,117950000000.0,0.11591948764867332,1.72,29.65,-0.0005489478499542955,0.0146,0.0636,-0.0149,0.29350000000000004,20.89,25.69,22.11,10.93,1.57,1,102.88,2851276
Mid-America Apartment Communiti,MAA,1443300,56.41,3.49,617070000.0,2.07,0.50,2.34,2.69,97.05,11320000000.0,0.05029110620357358,6.88,37.08,-0.0036137321822926616,0.0278,0.055099999999999996,-0.0933,0.17300000000000001,1.77,48.19,42.63,10.05,1.98,1,94.54,84537
Macerich Company (The) Common S,MAC,958112,28.52,4.28,641380000.0,0.64,0.13,0.77,3.52,69.19,9630000000.0,0.12543291672940815,-943.36,19.00,0.00045173919590424383,-0.0333,-0.0974,-0.2922,0.0167,2.33,104.52,86.87,8.81,3.18,1,74.11,66329
Marriott International,MAR,2588740,14.96,1.34,1880000000.0,4.01,1.04,4.64,2.64,84.79,34470000000.0,0.018800358102059267,1.46,33.44,-0.00917636526410015,0.040999999999999995,0.1595,-0.030699999999999998,0.4501,5.97,22.01,19.02,9.90,3.83,0,76.12,1012600
"Mattel, Inc.",MAT,5366370,7.02,5.82,824150000.0,1.46,0.02,1.69,0.92,27.97,8940000000.0,0.18153486560186982,1.14,28.37,0.0,-0.0669,-0.14529999999999998,-0.2491,0.0368,3.66,17.88,15.44,1.61,4.79,0,30.54,7937261
Microchip Technology Incorporat,MCHP,3130120,11.86,2.01,925100000.0,3.89,1.11,4.49,0.41,67.91,15510000000.0,0.16273880909217686,0.83,174.40,-0.002370659601171221,0.0556,0.1291,-0.063,0.726,6.05,18.43,15.96,5.07,7.37,0,63.48,2295182
McKesson Corporation,MCK,2071870,36.27,0.75,4620000000.0,12.69,2.89,11.92,8.43,144.33,31860000000.0,0.039753714362200654,1.51,17.83,-0.003212421362602025,0.040999999999999995,-0.0452,-0.2466,0.3119,4.12,11.84,12.60,0.16,2.00,1,157.37,1883874
"Mondelez International, Inc.",MDLZ,8412250,16.34,1.79,4330000000.0,2.11,0.49,2.33,1.05,44.56,68730000000.0,0.16141176470588237,1.89,42.50,0.04141176470588226,0.0016,0.0263,-0.0381,0.1382,2.60,21.15,19.15,2.52,2.07,0,43.49,4823570
Medtronic plc. Ordinary Shares,MDT,6785570,36.55,2.18,8960000000.0,4.56,1.31,4.95,3.00,75.03,108310000000.0,0.07530425963488852,2.35,26.27,0,0.0513,-0.0175,-0.1164,0.1374,2.16,17.30,15.94,3.73,1.41,1,80.28,9262
"MetLife, Inc.",MET,5901610,61.44,3.02,1810000000.0,5.33,1.30,5.80,0.63,53.79,58030000000.0,0.11295433364398888,0.89,84.21,-0.008201304753028826,-0.015300000000000001,0.0758,-0.08810000000000001,0.4645,0.87,9.94,9.13,0.93,3.40,1,49.24,7975887
"McCormick & Company, Incorporat",MKC,751868,12.98,1.93,754100000.0,4.08,0.82,4.46,3.69,94.25,12220000000.0,-0.00010246951531922566,2.81,26.45,0,0.0354,0.0215,-0.095,0.10099999999999999,7.52,23.92,21.88,2.77,6.07,1,95.53,0
"Marsh & McLennan Companies, Inc",MMC,2029050,12.20,1.85,3100000000.0,3.73,1.01,4.19,3.38,69.13,37790000000.0,0.029757029757029763,1.90,21.75,-0.0045045045045044585,0.0635,0.08810000000000001,0.0,0.301,6.00,19.71,17.55,2.85,2.24,1,67.57,2029848
3M Company Common Stock,MMM,1884880,17.26,2.57,8700000000.0,8.62,2.23,9.38,8.16,177.83,109160000000.0,0.02612735720142112,2.38,22.44,0.0001639792292975617,0.0296,0.042300000000000004,-0.0028000000000000004,0.1917,10.60,21.24,19.52,3.62,3.68,1,175.66,263809
Mallinckrodt plc Ordinary Share,MNK,2390810,47.62,0,1480000000.0,7.56,1.94,8.52,2.58,49.90,5730000000.0,0.43580952380952365,1.07,21.24,0.0003809523809523707,0.0971,-0.1192,-0.36219999999999997,0.2829,1.10,7.24,6.42,1.62,4.45,1,62.15,2778363
Monster Beverage Corporation,MNST,2695160,5.949,0,1140000000.0,1.240,0.330,1.480,1.114,43.606,24970000000.0,0.23470089388035742,1.660,39.259,0.0018336007334402993,0.00295,-0.06841,-0.21198,0.08515,7.334,35.270,29.551,8.470,3.000,0,46.946,270914
"Altria Group, Inc.",MO,6441480,6.58,3.34,9260000000.0,3.31,0.87,3.57,7.28,70.24,141560000000.0,-0.011002613120616123,2.79,10.02,-0.004263512584238627,0.038900000000000004,0.1041,-0.0001,0.2268,11.05,22.05,20.44,7.29,1.45,1,66.09,5568749
Monsanto Company,MON,1798660,10.04,1.98,4010000000.0,4.73,1.83,5.39,3.65,108.03,47800000000.0,0.11070144713798502,2.87,29.89,0.0024887086367408884,0.009000000000000001,0.040999999999999995,-0.046,0.3018,10.81,23.04,20.22,3.41,1.56,1,104.71,2226080
Mosaic Company (The) Common Sto,MOS,4849900,27.37,1.79,1200000000.0,1.07,0.31,1.27,0.85,31.71,11790000000.0,-0.1488538255433166,1.51,39.59,0.00922893718368556,0.0613,0.19699999999999998,-0.0207,0.4778,1.23,31.45,26.50,1.64,6.21,1,28.11,588134
Marathon Petroleum Corporation,MPC,6096350,25.37,2.88,4660000000.0,3.11,1.23,3.77,2.21,49.45,26410000000.0,0.25540432345876707,-16.39,22.63,-0.006004803843074558,0.0116,0.1142,-0.0837,0.6325,1.97,16.08,13.27,0.47,1.84,1,44.89,3352675
"Merck & Company, Inc.  (new)",MRK,10865700,15.84,2.88,15460000000.0,3.82,0.88,4.19,2.04,62.40,180290000000.0,0.04679614619972483,2.70,32.05,0,0.048,0.0554,-0.0073,0.3175,4.13,17.12,15.61,4.53,1.40,1,61.96,173
Morgan Stanley Common Stock,MS,11945100,37.11,1.73,0.00,3.42,0.86,3.96,2.92,43.27,85470000000.0,0.031012795489048006,1.00,15.80,-0.012144870960746124,0.0666,0.2656,-0.0004,1.0348,1.24,13.49,11.65,2.47,1.17,1,36.47,8310108
Microsoft Corporation,MSFT,24275300,8.90,2.41,27740000000.0,2.98,0.69,3.26,2.12,63.47,499280000000.0,0.07644692045806245,2.33,30.40,-0.00015475085112981457,0.018000000000000002,0.07440000000000001,-0.0197,0.34509999999999996,7.26,21.68,19.82,5.83,1.65,0,60.14,1815482
M&T Bank Corporation Common Sto,MTB,952803,97.66,1.67,0.00,8.71,2.17,9.82,7.78,160.64,26230000000.0,-0.06574950866535645,2.59,21.58,0,0.0453,0.23879999999999998,-0.0169,0.647,1.72,19.28,17.10,5.14,4.65,1,135.54,0
"Mettler-Toledo International, I",MTD,190687,16.72,0,588240000.0,16.69,3.60,18.57,14.22,436.85,12240000000.0,-0.060523804474605036,2.32,33.19,0.0014208461456897137,0.0805,0.131,-0.0031,0.523,28.21,28.28,25.42,4.88,8.49,1,417.31,10599
Mylan N.V.,MYL,5135210,22.104,0.000,3300000000.0,4.740,0.990,5.330,0.499,38.472,22690000000.0,0.17859690844233067,1.000,84.960,0.009750297265160635,0.10198,0.07142,-0.15883,0.26176,1.902,8.944,7.954,2.185,3.920,0,39.569,712734
Navient Corporation,NAVI,2799550,12.71,4.14,0.00,1.83,0.46,1.90,2.12,15.87,4500000000.0,0.1620400258231116,2.98,7.29,-0.003873466752743693,-0.026600000000000002,0.0177,-0.1393,0.5977,1.22,8.44,8.13,2.15,4.42,0,15.18,1852792
"Nasdaq, Inc.",NDAQ,818669,32.75,1.79,1160000000.0,4.25,1.02,4.64,0.64,68.22,11860000000.0,0.07243742133967257,1.70,111.73,-0.005313942105999336,0.0482,0.051699999999999996,-0.005699999999999999,0.16870000000000002,2.18,16.83,15.41,3.20,4.38,0,67.99,2710388
"NextEra Energy, Inc.",NEE,2000420,51.90,2.74,7670000000.0,6.63,1.76,7.10,6.25,121.67,59500000000.0,0.08352484348997535,2.82,20.30,0.003962279102940114,0.042699999999999995,0.042800000000000005,-0.0388,0.1602,2.43,19.13,17.87,3.66,3.21,1,121.66,2338604
"Netflix, Inc.",NFLX,6870930,6.23,0,437320000.0,1.12,0.24,2.05,0.43,137.38,61210000000.0,0.03640588690937263,1.59,330.74,-0.001830856981902662,0.0353,0.2229,-0.0256,0.6831,22.79,126.98,69.38,6.92,2.64,0,116.29,4590641
NiSource Inc,NI,2897040,11.82,3.08,1350000000.0,1.08,0.64,1.16,0.94,22.25,7330000000.0,0.06043228936921019,2.28,24.12,0.0017644464049404451,0.02,-0.011200000000000002,-0.1574,0.084,1.92,21.02,19.57,1.70,2.28,1,22.96,11287198
"Nike, Inc. Common Stock",NKE,8953140,7.44,1.27,5180000000.0,2.34,0.58,2.64,2.27,52.98,93890000000.0,0.09806359921833363,2.01,25.02,-0.0030200746136080925,0.0712,0.0625,-0.1328,0.15789999999999998,7.56,24.25,21.50,2.78,2.97,1,53.41,12637964
Nielsen N.V. Ordinary Shares,NLSN,2991330,11.879,2.750,1620000000.0,2.670,0.670,2.950,1.390,42.283,16170000000.000002,0.08429458740017748,2.250,32.550,-0.002883762200532325,0.07005,-0.04172,-0.19119,0.12332000000000001,3.795,16.946,15.337,2.554,1.870,1,47.215,558150
Northrop Grumman Corporation,NOC,1094540,30.04,1.48,3650000000.0,11.87,2.90,13.34,12.19,233.40,42530000000.0,0.058050743082354916,2.44,19.98,0,0.0436,0.0718,-0.0403,0.3161,8.11,20.52,18.26,1.74,1.51,1,227.27,0
Norfolk Southern Corporation,NSC,1981400,42.73,1.99,4099999999.9999995,6.15,1.60,6.85,5.62,116.18,35670000000.0,-0.03977873586593994,1.68,21.84,-0.002359066135198984,0.056799999999999996,0.2057,-0.0052,0.705,2.88,19.96,17.92,3.61,1.17,1,101.84,1266960
"NetApp, Inc.",NTAP,2997120,9.83,1.89,748000000.0,2.69,0.66,3.07,1.10,37.36,11010000000.0,0.030121981578292267,0.99,36.68,0,0.0751,0.1496,-0.04769999999999999,0.7853,4.09,14.93,13.08,2.03,5.12,0,34.94,0
Northern Trust Corporation,NTRS,1297690,38.88,1.74,0.00,4.71,1.20,5.27,4.32,86.23,20150000000.0,0.026720183486238502,1.56,20.40,0.0048165137614679665,0.022000000000000002,0.13369999999999999,-0.033,0.5523,2.24,18.71,16.72,4.00,1.90,0,77.74,60626
